420	0.159581463	0.015892612
434	0.153291995	0.019260827
448	0.145596337	0.027061169
462	0.131124358	0.050977268
476	0.097151483	0.129303861
490	0.031165264	0.355795702
504	0.004712871	0.686564943
518	0.078823221	0.839593793
532	0.185364306	0.796087208
546	0.284889639	0.711081861
560	0.380605859	0.618505495
574	0.477509187	0.522286168
588	0.567071761	0.432875346
602	0.632758187	0.367225292
616	0.675227828	0.324772172
630	0.6990722	0.3009278
644	0.712355107	0.287644893
658	0.718395912	0.281604088
672	0.721824346	0.278175654
686	0.723001878	0.276998122
700	0.723290807	0.276709193
